articleId;title;pages;volumeNumber
1;Improvement in performance of GaN-based light-emitting diodes with indium tin oxide based transparent ohmic contacts.;129-132;28
1;LED PWM dimming linearity investigation.;243-249;29
1;Utilization of a composite hole transporting layer and novel homogeneous double emitting layers for performance improvement and low efficiency roll-off in organic light-emitting diodes.;62-67;38
1;Displayability: An assessment of differentiation design for the findability of bottle packaging.;146-156;33
1;Qualitative analysis of individual and composite content factors of stereoscopic 3D video causing visual discomfort.;223-240;34
1;Visual fatigue during VDT work: Effects of time-based and environment-based conditions.;487-492;29
1;A comparative study of fine depth perception on two-view 3D displays.;440-450;29
1;Reading performance as screening tool for visual complaints from stereoscopic content.;84-90;33
1;Adaptive address energy recovery circuit for reducing address power in color PDPs.;128-132;30
1;Reversible image steganographic scheme via predictive coding.;35-43;31
1;Visual discomfort of stereoscopic 3D videos: Influence of 3D motion.;49-57;35
1;Effect of light source, ambient illumination, character size and interline spacing on visual performance and visual fatigue with electronic paper displays.;1-7;32
1;Distance estimation with mixed real and virtual targets in stereoscopic displays.;41-48;36
1;Analysing user physiological responses for affective video summarisation.;59-70;30
1;Exploiting perceptual limitations and illusions to support walking through virtual environments in confined physical spaces.;132-141;34
1;The influence of inertial loading on color gamut properties of a TFT LCD display.;18-24;29
1;White organic light-emitting devices with non-doped-type structure.;183-186;27
1;Natural perception in dynamic stereoscopic augmented reality environments.;142-152;34
1;Visual image safety.;151-152;32
1;The effect of viewing a laser-scanned display on colour perception and the visual accommodation response.;100-105;29
1;Electrical characteristics of amorphous In-Ga-Zn-O thin-film transistors prepared by radio frequency magnetron sputtering with varying oxygen flows.;165-170;35
1;LC dependent electro-optical properties of holographic polymer dispersed liquid crystals.;482-486;29
1;Spatial stimulus-response compatibility for hand and foot controls with vertical plane visual signals.;237-243;32
1;Effect of display resolution and antialiasing on the discrimination of simulated-aircraft orientation.;159-169;26
1;Eye contact and video-mediated communication: A review.;177-185;34
1;Comparison of electron transporting layer in white OLED with a double emissive layer structure.;191-194;33
1;Tactile display using shape memory alloy micro-coil actuator and magnetic latch mechanism.;89-94;34
1;Generating Chinese characters based on stroke splitting and feature extraction.;258-269;34
1;Constrained non-negative matrix factorization for multiline addressing schemes of quick-response liquid powder display.;75-80;34
1;Synthesis of Sm;261-265;35
1;Factors influencing the usability of icons in the LCD touchscreen.;339-344;29
1;Preparation of TiO;220-226;35
1;Influence of the rigidity of the steroid core in the structure of chiral dopants on the temperature dependence of cholesteric short pitch.;34-40;36
1;Method of controlling external electrode fluorescent lamps for local dimming of liquid crystal displays.;142-149;32
1;The influence of color grouping on users' visual search behavior and preferences.;176-195;35
1;Effects of 3D displays: A comparison between shuttered and polarized displays.;353-358;34
1;A 6.94-in. WVGA poly-Si TFT-LCD with integrated driver including sequential analog sampling circuits.;191-196;27
1;Effect of single crystalline MgO powder treatment of phosphor surface on discharge property of high-Xe AC plasma display panels.;68-73;28
1;Improved performance of organic light-emitting devices with 2-(4-biphenyl)-5-(4-butylphenyl)-1, 3, 4-oxadiazole.;133-136;26
1;An alternative bend-testing technique for a flexible indium tin oxide film.;191-195;31
1;Optically adjustable display color gamut in time-sequential displays using LED/Laser light sources.;137-144;27
1;Icon-function relationship in toolbar icons.;521-525;29
1;A perceptual evaluation of grating frequencies and velocities in the analysis of dynamic images.;38-48;35
1;The effect of various electrodes on the properties of electroluminescent devices with potassium chloride inside tris (8-hydroxyquinoline) aluminum.;113-117;32
1;Comparison of the light output of LCOS projection architectures using LEDs.;1-9;29
1;A new driving waveform to improve the minimum data voltage.;369-375;29
1;Rating analysis and comparisons of resonant circuit based sustain drivers for PDPs.;77-92;38
1;Design and implementation of a graphic-haptic display system.;118-128;28
1;Color measurement for RGB white LEDs in solid-state lighting using a BDJ photodetector.;107-113;30
1;Obtaining high-efficiency red electrophosphorescent OLEDs by changing the thickness of light-emitting layer.;150-153;28
1;A volumetric 3D display based on a DLP projection engine.;39-48;34
1;Improved current-spreading performance of an InGaN-based light-emitting diode with a clear p-GaN/n-GaN barrier junction.;330-333;32
1;Assessment visual fatigue of watching 3DTV using EEG power spectral parameters.;266-272;35
1;Human factors approach for evaluation and redesign of human-system interfaces of a nuclear power plant simulator.;273-284;29
1;Efficient bluish-green phosphorescent iridium complex for both solution-processed and vacuum-deposited organic light-emitting diodes.;413-417;34
1;Reading a dynamic presentation of Chinese text on a single-line display.;145-152;27
1;Time-frequency structure of image motion vectors around cybersickness intervals determined with biosignals.;176-183;29
1;Removal of hot spot speckle on laser projection screen using both the running screen and the rotating diffuser.;91-96;27
1;Innovative progress in materials for display technologies.;292;34
1;Egocentric distance perception in large screen immersive displays.;153-164;34
1;Floating single sustain drive method for AC plasma display panel.;32-38;30
1;Effects of emissive layer architecture on recombination zone and Förster resonance energy transfer in organic light-emitting diodes.;247-251;35
1;Modified Köhler illumination for LED-based projection display.;84-89;35
1;Alternate lightening display method for surface-conduction electron-emission display.;62-67;33
1;Two LCOS full color projector with efficient LED illumination engine.;155-163;30
1;Perceived image similarity and quantization resolution.;451-457;29
1;Analysis of the light-scattering power of patterned dot material printed on the light guide plate in liquid crystal display.;178-185;33
1;Design of moiré-free metal meshes using ray tracing for touch screen panels.;9-19;38
1;Reading performance and visual fatigue when using electronic paper displays in long-duration reading tasks under various lighting conditions.;208-214;34
1;The impact of colour on Website appeal and users' cognitive processes.;69-80;32
1;Fabrication and chromatic characteristics of the greenish LCD colour-filter layer with nano-particle ink using inkjet printing technique.;124-129;27
1;Design of relative primary luminances for four-primary displays.;171-176;26
1;Vergence eye movements signifying 3D depth perception from 2D movies.;91-97;33
1;Dysprosium doped di-strontium magnesium di-silicate white light emitting phosphor by solid state reaction method.;279-286;35
1;Angular dependence of the emission from low Q-factor organic microcavity light emitting diodes.;358-364;29
1;Motion in images is essential to cause motion sickness symptoms, but not to increase postural sway.;55-61;38
1;An improved alignment layer grown by oblique evaporation for liquid crystal devices.;69-72;27
